id_idrecco,Status_2022,project_name,secondary_name,country name,last_full_update_yr,area,starting_year,ending_year,duration,project_description,project_objective1,project_objective2,project_objective3,deforestation_driver,forest_type,project_type,dominant_type,precision_ar_type,protected_area,pa_name,pa_size,pa_proportion,country,FPIC,participatory_approach,location_details,legal_tenure,customary_use,contested,carbon_general_ND,carbon_credits_ND,financing_ND,communities_ND,Longitude,Latitude,Multiple locations,Region,jurisdiction_level1,jurisdiction_level2,crediting_period,er_period_calculation,annual_carbon_credits,total_carbon_credits,emission_reduction_buffer,emission_reduction_net,emission_reduction_gross,emission_leakage,other_emission,leakage_yesno,leakage_belt_perc,carbon_pool,carbon_pool_other,gas_type,gas_type_other,ref_period_start,ref_period_end,additionality_analyses,standard_1,is_certified_1,validation_date_1,standard_report_1,date_expired_1,standard_2,is_certified_2,validation_date_2,standard_report_2,date_expired_2,standard_3,is_certified_3,validation_date_3,standard_report_3,date_expired_3,source_2020,source_2022,monetary_benefit_yn,monetary_benefit_type,monetary_benefit_detail,Direct cash (y/n),employment_yn,employment_amount,non_cash_benefits_yn,non_cash_benefits_describe,economic_activities_list,economic_activities_details,tenure_yn,tenure_describe,education_yn,education_describe,restriction_yn,restriction_describe,enhancement_yn,enhancement_describe,infrastructure_yn,infrastructure_describe,wellbeing_yn
338,Ongoing,Trees for Global Benefits,,Uganda,2020,2773,ND,2053,50,Trees for Global Benefit is a cooperative carbon offsetting scheme linking small scale landholder farmers in Uganda to the voluntary carbon market. combining carbon sequestration with rural livelihood improvements through small-scale. farmer-led. agro-forestry projects while reducing pressure on natural resources in national parks and forest reserves. The project is certified according to the groundbreaking Plan Vivo standard and is mainly supported by companies and organisations that offset/compensate for their carbon emissions. It is run by a local environmental NGO called Ecotrust and involves smallholder farmers and communities that plant trees in agroforestry systems. and they receive money as the trees sequester carbon from the atmosphere. The project helps tackle the rapid deforestation taking place in Uganda and has multiple positive benefits for the communities involved. the environment and ecosystems. The TFGB project began as a pilot in the Bushenyi district in 2003. and the pilot’s success has led to expansion into the districts of Kasese. Hoima and Masindi. as well as into the mountain ecosystems of Rwenzori in the West and Elgon in the East. Project focuses on planting indigenous and naturalized tree species. and is informing the Ugandan national REDD strategy.,biodiversity conservation,climate,social development,industrial agriculture or cattle ranching. local livelihoods,humid,ARR|IFM,ARR,agroforestry. ecosystem restoration. plantation,yes,Project area includes National Parks (e.g. Queen Elizabeth and Rwenzori). Wildlife Reserves (e.g. Kyambura. Kabwoya. Kaiso-Tonya & Bugungu). Forest reserves (e.g. Kalinzu. Maramagambo. Kasyoha-Kitomi. Bugoma & Budongo). Ramsar sites (e.g. Lake George). Man and Biosphere Reserve (e.g. Queen Elizabeth National Park) as well as UNESCO World Heritage sites (Rwenzori Mountains),ND,ND,ND,ND,yes,Albertine Rift (Bushenyi. Hoima. Masindi and Kasese Districts). western Uganda. Coordinates set for Bushenyi. not precise location of the project,private and communities,private and communities,no,good data,good data,good data,good data,29.664233,-1.382151,Yes,Africa,Region : Western,District : Bushenyi. Hoima. Masindi and Kasese,2003-2028,,,2402499,2402499,2669431,266932,ND,0,ND,ND,ND,ND,CO2,NA,1995,2005,ND,Plan vivo,certified,37257,https://mer.markit.com/br-reg/public/project.jsp?project_id=100000000000171,ND,none,ND,ND,ND,ND,none,ND,ND,ND,ND,"http://www.planvivo.org/projects/registeredprojects/trees-for-global-benefits-uganda/;

http://cotap.org/projects/tfgb-uganda/;

http://www.forestcarbonportal.com/project/trees-global-benefits","http://www.planvivo.org/projects/registeredprojects/trees-for-global-benefits-uganda/;

http://cotap.org/projects/tfgb-uganda/;

http://www.forestcarbonportal.com/project/trees-global-benefits",Yes,Conditional,Payments for carbon sequestration to farmer participants |  average payment of $904 over ten years for one hectare area |  Payments over ten years: 30% upon verification of plantings. 20% after the first year. 20% in year 3. 10% in year 5. and 20% in year 10,y,ND,ND,Yes,Training on sustainable land and resource management. and carbon forestry |  Each project community has a Community Carbon Fund (CCF) which is used to fund community infrastructure projects | ,agroforestry | ecotourism | micro-credits | microenterprise | tree planting,Micro loans for beekeeping. ecotourism and craft businesses |  fruit orchards and woodlots |  tree nursery establishment | ,Yes,Community private land icluded in this project |  ECOTRUST operates a Land Trust programme through which it promotes private land management for biodiversity conservation,No,Environmental education interventions not mentioned,Yes,Reduce deforestation pressures by implementing agroforestry systems and small scale woodlots,Yes,planting of native and / or naturalised hard wood and fruit tree species on private land.,No,Check,No
339,Ongoing,Bukaleba Forest Project,,Uganda,2020,2062,ND,2046,42,The BFP is a commercial forest plantation project which will use carbon finance through sustainable forest management to provide a sustainable source of timber. a return to its shareholders at a rate reflecting the risk of investing in forestry in East Africa. as well as environmental and social benefits locally. The project achieved FSC certification in April 2011. The project focuses on sustainable timber production; three varie-ties of trees are planted– pine. eucalyptus and maesoposis eminii. Timber is grown for utility poles and sustainable charcoal production.,timber production,return on investment,climate,cattle grazing. charcoal production. energy wood. industrial agriculture or cattle ranching. local livelihoods. slash and burn agriculture,dry|humid,ARR,ARR,plantation,yes,Bukaleba Central Forest Reserve (BCFR),ND,ND,ND,no,yes,Bukaleba Central Forest Reserve (BCFR) in the administrative district of Mayuge. sub-county of Bukaleba. Eastern Uganda. Coordinates approx. center of coordinates provided in PDF,state,state and communities,yes,good data,good data,good data,good data,33.41667,0.216667,No,Africa,Region: Eastern,District : Mayuge,2004-2046,,,499918,499918,524165,ND,24247,0,yes,ND,Above ground biomass | Below ground biomass,NA,CH4 | CO2 | N2O,NA,1990,2005,"Barrier analysis | Common practice analysis | Investment analysis
",VCS,certified,40959,https://registry.verra.org/app/projectDetail/VCS/799,ND,CCB,withdrawn,ND,none,ND,none,ND,ND,ND,ND,"https://vcsprojectdatabase2.apx.com/myModule/Interactive.asp?Tab=Projects&a=2&i=799&lat=0%2E361380114101042&lon=33%2E4078415584412&bp=1;

http://www.forestcarbonportal.com/project/bukaleba-forest-project;

http://greenresources.no/Portals/0/PressArticles/Bukaleba%20Carbon%20130110%20nk%2015042013.pdf;

http://www.vcsprojectdatabase.org/#/project_details/799","https://vcsprojectdatabase2.apx.com/myModule/Interactive.asp?Tab=Projects&a=2&i=799&lat=0%2E361380114101042&lon=33%2E4078415584412&bp=1;

http://www.forestcarbonportal.com/project/bukaleba-forest-project;

http://greenresources.no/Portals/0/PressArticles/Bukaleba%20Carbon%20130110%20nk%2015042013.pdf;

http://www.vcsprojectdatabase.org/#/project_details/799",Yes,Non-conditional,BFP provides employment to both men and women inside or adjacent to the project zone. as well as contribute to the community by supporting construction of a health centre. roads/infrastructure. improved access to clean water (spring protection and borehole rehabilitation). free seedlings and training on how to establish a woodlot etc.,n,Yes,more than 100,Yes,Training of local community on nursery and silvicultural operations |  free seedlings and training on how to establish a woodlot | ,agriculture | agroforestry | ecotourism | plantation forestry | tree planting,Project plans to introduce 'modern' farming practices to neighboring villages |  intensive agriculture. growing of commercially known medicinal plants. growing of tree crops in agroforestry and ecotourism are all being explored | ,No,ND,Yes,environmental awareness around deforestation. climate change and the importance of conserving natural and indigenous species.,No,ND,Yes,The project activity will establish and manage exotic and indigenous reforestation on approximately 2.061.6 ha of degraded shrub and grassland.,Yes,180 km roads maintained | ,Yes
374,Ongoing,TIST Program in Uganda. VCS 006,,Uganda,2020,2493,ND,2032,30,The International Small Group and Tree Planting Program (TIST) empowers Small Groups of subsistence farmers in India. Kenya. Tanzania. and Uganda to combat the devastating effects of deforestation. poverty and drought. As a grassroots initiative. Small Groups are provided a structural network of training and communications that allows them to build on their own internal strengths and develop best practices. Small Groups benefit from a new income source; the sale of carbon credits that result from the sequestration of carbon from the atmosphere in the biomass of the trees and soil. These credits are expected to be approved under the Voluntary Carbon Standard and/or CDM and. because they are tied to tree growth. will be sustainable. The carbon credits create a new ‘virtual’ cash crop for the participants. who gain all the direct benefits of growing trees and also receive quarterly cash stipends based on the GhG benefits created by their efforts. The maturing trees and conservation farming will provide additional sustainable benefits that far exceed the carbon payments. These include improved crop yield. improved environment. and marketable commodities such as fruits. nuts. and honey.,development. social development,biodiversity conservation,climate,energy wood. local livelihoods. slash and burn agriculture,ND,ARR,ARR,agroforestry,no,NA,NA,NA,NA,no,yes,Bushenyi. Kabale. Kanungu. Mbarara. Ntungam. and Rukungiri Districts. southwest Uganda. Most of project located around Bushenyi. Kabale and Kanungu and coordinates chose from there,private and communities,private and communities,no,good data,good data,good data,good data,30,-1,Yes,Africa,Region : Western,District : Bushenyi. Kabale. Kanungu. Mbarara. Ntungam. and Rukungiri,2003-2032,,,2170440,2170440,2170440,0,0,0,no,ND,Above ground biomass | Below ground biomass,NA,CO2,NA,2003,2017,ND,CCB,certified,42826,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=21122&IDKEY=ulksjoiuwqowrnoiuomnckjashoufifmln902309ksdflku098s29127238,ND,VCS,certified,41344,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=9443&IDKEY=d8723kjnf7kjandsaslmdv09887vaksmrmnwqkjoiuanfnfuq0w13021897,ND,none,ND,ND,ND,ND,"All VCS project pages:
https://vcsprojectdatabase2.apx.com/myModule/Interactive.asp?Tab=Projects&a=2&i=824&lat=%2D0%2E909853333&lon=29%2E785005&bp=1;
https://vcsprojectdatabase2.apx.com/myModule/Interactive.asp?Tab=Projects&a=2&i=825&lat=%2D0%2E24857&lon=30%2E15755&bp=1;
https://vcsprojectdatabase2.apx.com/myModule/Interactive.asp?Tab=Projects&a=2&i=827&lat=%2D0%2E818351667&lon=29%2E705573333&bp=1;
https://vcsprojectdatabase2.apx.com/myModule/Interactive.asp?Tab=Projects&a=2&i=826&lat=%2D0%2E913226667&lon=29%2E755466667&bp=1;
https://vcsprojectdatabase2.apx.com/myModule/Interactive.asp?Tab=Projects&a=2&i=993&lat=%2D1%2E151855&lon=29%2E916975&bp=1;
https://vcsprojectdatabase2.apx.com/myModule/Interactive.asp?Tab=Projects&a=2&i=995&lat=%2D1%2E054973&lon=29%2E857161&bp=1;

http://www.climate-standards.org/2012/11/27/tist-uganda-ccb-002/

http://www.climate-standards.org/2012/01/09/tist-program-in-uganda-ccb-001/","All VCS project pages:
https://vcsprojectdatabase2.apx.com/myModule/Interactive.asp?Tab=Projects&a=2&i=824&lat=%2D0%2E909853333&lon=29%2E785005&bp=1;
https://vcsprojectdatabase2.apx.com/myModule/Interactive.asp?Tab=Projects&a=2&i=825&lat=%2D0%2E24857&lon=30%2E15755&bp=1;
https://vcsprojectdatabase2.apx.com/myModule/Interactive.asp?Tab=Projects&a=2&i=827&lat=%2D0%2E818351667&lon=29%2E705573333&bp=1;
https://vcsprojectdatabase2.apx.com/myModule/Interactive.asp?Tab=Projects&a=2&i=826&lat=%2D0%2E913226667&lon=29%2E755466667&bp=1;
https://vcsprojectdatabase2.apx.com/myModule/Interactive.asp?Tab=Projects&a=2&i=993&lat=%2D1%2E151855&lon=29%2E916975&bp=1;
https://vcsprojectdatabase2.apx.com/myModule/Interactive.asp?Tab=Projects&a=2&i=995&lat=%2D1%2E054973&lon=29%2E857161&bp=1;

http://www.climate-standards.org/2012/11/27/tist-uganda-ccb-002/

http://www.climate-standards.org/2012/01/09/tist-program-in-uganda-ccb-001/",Yes,Unclear,"Direct cash: Second. under the terms of the Project Participant’s contracts with the TIST Small Groups. the farmers receive an annual advance on their potential carbon revenues. which eliminates the need for credit.27 These payments are paid at least annually based on the number of live trees counted each year. 
Employment: TIST generates employment of local Quantifiers and staff who travel to TIST tree groves and woodlots to quantify the number. location. circumference. and species of trees planted as a result of this project activity.",ND,Yes,20-50,Yes,Training to farmers in low-cost tree plantation development |  Technical training for quantifiers and community trainers | ,agriculture | agroforestry | fuel efficient stoves,Agroforestry is primary project intervention |  FAO conservation farming training and support |  Education about benefits of fuel efficient cooking stoves | ,No,ND,No,Tree planting |  TIST trees are being planted where deforestation has taken place.,No,Check,ND,ND,No,Check,Yes
420,Ongoing,Namwasa Central Forest Reserve Reforestation Initiative,,Uganda,2020,2481,ND,2024,20,"The project is supposedly ""Uganda’s largest sustainable plantation forestry operation"".
Trough a licensing agreement. NFC has committed to a minimum 50 years of forestry activities in the reserve. with operations certified to the Forest Stewardship Council's ten principles. NFC was certified to FSC in May of 2009. The company plants trees and harvests timber destined for sawlog production. pole treatment and other value-added wood products.",timber production,return on investment,biodiversity conservation,cattle grazing. fire. industrial wood exploitation. Natural Disaster. slash and burn agriculture,dry,ARR,ARR,ecosystem restoration,yes,Namwasa Central Forest Reserve,ND,ND,ND,ND,yes,Mubende District. 130 km west of the Ugandan capital. Kampala. Coordinates set according to PDD,state,private,ND,good data,ND,good data,good data,31.746383,0.588639,No,Africa,Region: Central,District : Mubende,2005-2025,,,226563,226563,226563,0,0,0,no,ND,Above ground biomass | Below ground biomass,NA,CO2,NA,2005,2024,Barrier analysis | Common practice analysis,CCB,ND,ND,ND,ND,CDM,certified,41305,https://cdm.unfccc.int/filestorage/a/_/2L8VXUM9I3N4STY1JHW6O0QBGA5FPC.pdf/7949%20FValR.pdf?t=Tmd8cWd1NGlufDCDhusTGuEpnWUPeNdF4vqV,ND,none,ND,ND,ND,ND,http://cdm.unfccc.int/Projects/DB/RWTUV1351672180.88/view,http://cdm.unfccc.int/Projects/DB/RWTUV1351672180.88/view,Yes,Non-conditional,The project provide income generation through employment,n,Yes,more than 100,Yes,free trainings and sensitization. on-going technical expertise. free seedling transportation and subsidized seedlings,plantation forestry | tree planting,For participating community groups: free seedling transportation and subsidized seedlings |  Job creation: about 600 rural. unskilled jobs created in the plantations.,No,ND,Yes,environmental education,Yes,Prevention of illegal activities,Yes,Tree planting,Yes,Health initiatives around Namwasa began with the construction of boreholes. shallow water wells and water harvesting tanks |  NFC launched the construction of a local clinic in 2010 |  NFC has developed and improved upon existing road infrastructure. in excess of 200 kilometres.,Yes
426,Ongoing,TIST Program in Uganda. VCS 003,,Uganda,2020,443,ND,2032,30,Working to break their local cycle of deforestation. drought and famine. Small Groups are provided a structural network of training and communications that allows them to build on their own internal strengths and develop best practices.,biodiversity conservation,climate,ND,industrial agriculture or cattle ranching. local livelihoods,dry|humid,ARR,ARR,agroforestry. plantation,no,NA,NA,NA,NA,no,yes,"The individual project areas of this PD are located in Kanungu. Kisoro. Ntungamo. and Rukungiri
Districts of Uganda. Most of the project activity is centered around Kanungu. generally around
latitude 0.86 S. longitude 29.75 E. 610 project areas",Private,Private,no,good data,good data,good data,good data,29.75,-0.86,Yes,Africa,Region : Western,District : Kanungu. Kisoro. Ntungamo. and Rukungiri,2003-2032,,,38337,38337,38337,0,ND,0,no,ND,Above ground biomass | Below ground biomass,NA,CO2,NA,ND,ND,ND,CCB,certified,43556,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=31213&IDKEY=90e98hfalksuf098fnsdalfkjfoijmn4309JLKJFjlaksjfla943042727,ND,VCS,certified,40988,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=12209&IDKEY=9iofj09234rm9oq4jndsma80vcalksdjf98cxkjaf90823nmq3316836211,ND,none,ND,ND,ND,ND,http://www.vcsprojectdatabase.org/#/project_details/827,http://www.vcsprojectdatabase.org/#/project_details/827,Yes,Conditional,farmers receive an annual advance on their potential carbon revenues. which eliminates the need for credit,y,Yes,ND,Yes,TIST provides training on the use of UNFAO conservation farming practices |  The training teaches TIST members how to obtain seeds and build nurseries | ,micro-credits | tree planting,Small Groups benefit from a new income source |  the sale of carbon credits that result from the sequestration of carbon from the atmosphere. into the biomass of the trees and soil |  Small Groups will receive 70% of the net carbon revenues.,No,ND,Yes,constant outreach to the member to increase awareness,No,Check,Yes,Reforestation activities including tree planting |  The farmers plant trees on their land and retain ownership of the trees and their products.,No,Check,Yes
427,Ongoing,TIST Program in Uganda. VCS 004,"The International Small Group and Tree Planting Program. Uganda. VCS-004;
PROJECT DESCRIPTION FOR TIST PROGRAM IN UGANDA VCS-004",Uganda,2020,102,ND,2032,30,TIST provides an administrative backbone that supplies training in building nurseries. tree planting. conservation farming. building fuel-efficient stoves and malaria and HIV/AIDS prevention.,climate,biodiversity conservation,return on investment,industrial agriculture or cattle ranching. local livelihoods,dry|humid,ARR,ARR,agroforestry. plantation,no,NA,NA,NA,NA,no,yes,"The individual project areas of this PD are located in Kanungu. Kisoro. Ntungamo. and Rukungiri
Districts of Uganda. Most of the project activity is centered around Kanungu. generally around
latitude 0.86 S. longitude 29.75 E where the coordinates are",Private,Private,no,good data,good data,good data,good data,29.75,-0.86,Yes,Africa,Region : Western,District : Kanungu. Kisoro. Ntungamo. and Rukungiri,2003-2032,,,88750,88750,88750,88750,0,0,no,ND,Above ground biomass | Below ground biomass | Other,Woody perenial biomass,CO2,NA,1990,2000,Barrier analysis | Common practice analysis,VCS,certified,40988,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=7364&IDKEY=w8723kjnf7kjandsaslmdv09887vaksmrmnwqkjoiuanfnfuq0d10154956,42866,CCB,certified,41040,https://registry.verra.org/app/projectDetail/CCB/826,42866,none,ND,ND,ND,ND,"https://registry.verra.org/app/projectDetail/CCB/826
https://registry.verra.org/app/projectDetail/VCS/826","https://registry.verra.org/app/projectDetail/CCB/826
https://registry.verra.org/app/projectDetail/VCS/826",Yes,Non-conditional,farmers receive an annual advance on their potential carbon revenues. which eliminates the need for credit,y,Yes,ND,Yes,Training on forestry management | ,agroforestry | fuel efficient stoves | micro-credits | tree planting,building nurseries. tree planting. conservation farming. building fuel-efficient stoves and malaria and HIV/AIDS prevention.,No,ND,Yes,constant outreach to the member to increase awareness,No,Check,Yes,Reforestation activities including tree planting |  The farmers plant trees on their land and retain ownership of the trees and their products.,No,Check,Yes
429,Ongoing,TIST Program in Uganda. VCS 001,The International Small Group and Tree Planting Program. Uganda. VCS-001; PROJECT DESCRIPTION FOR TIST PROGRAM IN UGANDA VCS-001,Uganda,2020,777,ND,2032,30,TIST provides an administrative backbone that supplies training in building nurseries. tree planting. conservation farming. building fuel-efficient stoves and malaria and HIV/AIDS prevention.,climate,biodiversity conservation,return on investment,industrial agriculture or cattle ranching. local livelihoods,dry|humid,ARR,ARR,agroforestry. plantation,no,NA,NA,NA,NA,no,yes,"Bushenyi. Kabale. Kanungu. Kisoro.
Mbarara. Ntungamo. and Rukungiri Districts of Uganda. Most of the project activity is centered
around Bushenyi and Kabale. generally around latitude 0.5 S. longitude 30 E which is where the coordinates are",Private,Private,no,good data,good data,good data,good data,30,-0.5,Yes,Africa,Region : Western,District : Bushenyi. Kabale. Kanungu. Kisoro. Mbarara. Ntungamo. and Rukungiri,2003-2032,,,730450,730450,730450,0,0,0,no,ND,Above ground biomass | Below ground biomass,NA,CO2,NA,2003,2011,ND,CCB,certified,43556,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=31139&IDKEY=jkjalskjf098234kj28098sfkjlf098098kl32lasjdflkj909k42940681,ND,VCS,certified,40988,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=7325&IDKEY=0097809fdslkjf09rndasfufd098asodfjlkduf09nm23mrn87d10101175,ND,none,ND,ND,ND,ND,https://registry.verra.org/app/projectDetail/VCS/824,https://registry.verra.org/app/projectDetail/VCS/824,Yes,Conditional,payments are paid at least annually based on the number of live trees counted each year. The payments are $0.02 per tree per year and are initially of greater value than the value of the carbon. Ultimately. the Small Groups will receive 70% of the net carbon revenues. farmers receive an annual advance on their potential carbon revenues |  tree payment based on live tree counts and the long-term profit sharing arrangement with the Small Groups,y,Yes,ND,Yes,Training on forestry management | ,agroforestry | fuel efficient stoves | micro-credits | tree planting,Building nurseries. tree planting. conservation farming. building fuel-efficient stoves and malaria and HIV/AIDS prevention.,No,ND,Yes,constant outreach to the member to increase awareness,No,Check,Yes,Reforestation activities including tree planting |  The farmers plant trees on their land and retain ownership of the trees and their products.,No,Check,Yes
438,Ongoing,TIST Program in Uganda CCB-002,,Uganda,2022,1006,ND,2033,30,"The objectives of TIST are to:
- increase biomass and carbon sequestered in project areas.
- provide a sustainable fuel wood supply for the members.
- provide a new source of revenue to the members from the sale of carbon credits.
- provide training in important social and health related subjects. and
- improve the biodiversity of the area by adding canopy and indigenous trees.",climate,timber production,return on investment,energy wood |industrial agriculture or cattle ranching | local livelihoods,dry|humid,ARR,ARR,plantation,no,NA,NA,NA,NA,yes,yes,Most of the project activity is centered around Bushenyi. Kabale. and Kanungu. generally around latitude 0.5 S. longitude 30 E.,private and communities,private and communities,ND,good data,ND,good data,good data,30,-0.5,Yes,Africa,Region : Western,District : Bushenyi. Kabale. and Kanungu,2003-2033,,,813845,813845,813845,0,0,0,no,ND,Above ground biomass,NA,CO2,NA,2012,2019,Common practice analysis,CCB,certified,43891,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=31211&IDKEY=klksjoiuwqowrnoiuomnckjashoufifmln902309ksdflku098043039969,ND,VCS,Registered,43922,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=7331&IDKEY=998klasmf8jflkasf8098afnasfkj98f0a9sfsakjflsakjf8d810109449,ND,none,ND,ND,ND,ND,"Documents on VCS website (https://registry.verra.org/app/projectDetail/VCS/993)    |http://www.climate-standards.org/2012/11/27/tist-uganda-ccb-002/

https://s3.amazonaws.com/CCBA/Projects/TIST_Program_in_Uganda_CCB-002/055-TIST+Uganda+CCB002-valid-verif+report_-final.pdf","Documents on VCS website (https://registry.verra.org/app/projectDetail/VCS/993)    |http://www.climate-standards.org/2012/11/27/tist-uganda-ccb-002/

https://s3.amazonaws.com/CCBA/Projects/TIST_Program_in_Uganda_CCB-002/055-TIST+Uganda+CCB002-valid-verif+report_-final.pdf",Yes,Conditional,Farmers receive an annual advance on their potential carbon revenues. Payments are paid at least annually based on the number of live trees counter at $.02 per tree per year,y,Yes,ND,Yes,Farmers are trained on species selections and their benefits. on how to gather and prepare seeds. how to build and maintain nurseries | ,agriculture | fuel efficient stoves | micro-credits | tree planting,Farmers are trained to plant seedlings using the FAO conservation farming techniques |  participation in the more fuel efficient stove project is also without cost,ND,ND,ND,ND,ND,ND,Yes,Tree planting activities which involving small groups of farmers.,ND,ND,Yes
440,Ongoing,TIST Program in Uganda CCB-001,,Uganda,2020,1488,ND,2033,30,"The objectives of TIST are to:
- increase biomass and carbon sequestered in project areas.
- provide a sustainable fuel wood supply for the members.
- provide a new source of revenue to the members from the sale of carbon credits.
- provide training in important social and health related subjects. and
- improve the biodiversity of the area by adding canopy and indigenous trees",climate,timber production,return on investment,ND,dry|humid,ARR,ARR,plantation,no,NA,NA,NA,NA,ND,yes,"Most of the project activity is centered around Bushenyi. Kabale. and Kanungu. generally around latitude 0.5 S.
longitude 30 E.",Private,Private,no,good data,ND,good data,good data,30,-0.5,Yes,Africa,Region : Western,District : Bushenyi. Kabale. and Kanungu,2003-2033,,,1356574,1356574,1356574,1356574,0,0,no,ND,Above ground biomass | Below ground biomass,NA,ND,ND,ND,ND,Investment analysis,CCB,expired,40988,https://s3.amazonaws.com/CCBA/Projects/TIST_Program_in_Uganda_CCB-001/074-TIST_Uganda_CCBA-001_Validation_Verification_Amended_Report_GoldLevel%5B1%5D.pdf,ND,none,ND,ND,ND,ND,none,ND,ND,ND,ND,http://www.climate-standards.org/2012/01/09/tist-program-in-uganda-ccb-001/,http://www.climate-standards.org/2012/01/09/tist-program-in-uganda-ccb-001/,Yes,Conditional,Farmers receive an annual advance on their potential carbon revenues. These payments are paid at least annually based on the number of live trees counted each year. The payments are $0.02. per tree. per year,y,Yes,ND,Yes,Nursery training and development,agriculture | fuel efficient stoves | tree planting,Farmers are trained to plant seedlings using the FAO conservation farming techniques,No,ND,Yes,use a newsletter for training and disseminating best practices |  training includes subject on benefits of tree and climate change,No,Check,Yes,Tree planting activities that involving small groups of farmers,No,Check,Yes
170,Ongoing,‘Guanaré’ Forest Plantations on degraded grasslands under extensive grazing,,Uruguay,2020,21298,ND,2106,100,The project will comprise a total of 21.298 ha of land previously under extensive grazing by beef cattle. on which forest plantations for obtaining high-value. long-lived timber products and for sequestering large amounts of carbon dioxide from the atmosphere will be established. Plantation will be completed by year 5 of project and forests will be replanted after clear-cut harvest. Practices will be compatible with FSC standard for sustainable forest management. but only a portion of the project area (900ha) is actually FSC certified.,timber production,climate,biodiversity conservation,cattle grazing. industrial agriculture or cattle ranching,dry|humid,ARR,ARR,agroforestry. plantation,no,NA,NA,NA,NA,no,no,22 land parcels in the departments of Treinta y Tres and Melo. Eastern Uruguay. Coordinates for approx center of  largest parcel. Las Canas. according to KML file,private,private,no,good data,good data,good data,good data,-54.0418,-32.7684,Yes,South America,Departments : Treinta y Tres and Melo,Multiple locations,2006-2075,,,7806007,7806007,7806007,0,ND,0,no,ND,Above ground biomass | Below ground biomass | Dead wood | Litter | Soil organic carbon,NA,CO2,NA,2006,2026,Barrier analysis,CCB,certified,43554,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=48256&IDKEY=f903q4jsafkasjfu90amnmasdfkaidflnmdf9348r09dmfasdfr66545024,ND,VCS,certified,41029,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=40251&IDKEY=v8723kjnf7kjandsaslmdv09887vaksmrmnwqkjoiuanfnfuq0055506129,ND,none,ND,ND,ND,ND,"https://vcsprojectdatabase2.apx.com/myModule/Interactive.asp?Tab=Projects&a=2&i=959&lat=-32.793663&lon=-54.0476632&bp=1 (not accessible as of September 2020) ;

http://www.rainforest-alliance.org/climate/projects/guanare-project (the page was not found as of September 2020);

https://registry.verra.org/app/projectDetail/VCS/959","https://registry.verra.org/app/projectDetail/VCS/959;

https://vcsprojectdatabase2.apx.com/myModule/Interactive.asp?Tab=Projects&a=2&i=959&lat=-32.793663&lon=-54.0476632&bp=1 (not accessible as of September 2020) ;

http://www.rainforest-alliance.org/climate/projects/guanare-project (the page was not found as of September 2020);

https://registry.verra.org/app/projectDetail/VCS/959 (not accessible Aug 2023)",Yes,Non-conditional, the project has resulted in many job opportunities for community members,n,Yes,more than 100,Yes,Training for monitoring,plantation forestry | tree planting,8 to 10 fold increase in the number of jobs per unit area of land in activities such as nurseries. planting. pruning and others for men and women,No,ND,No,ND,No,ND,Yes,Afforestation on the land that previously under extensive grazing by beef cattle,ND,ND,ND
